,Id,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CallStart,CallEnd,CarInsurance,CallDuration,CallHourStart,CallMinStart
2446,2447,35,blue-collar,married,,0,444,0,0,cellular,2,jun,2,-1,0,,2021-12-04 15:38:18,2021-12-04 15:39:17,0,59.00000000000001,15,38
3794,3795,50,services,married,secondary,0,2376,1,0,cellular,24,sep,1,-1,0,,2021-12-04 15:11:40,2021-12-04 15:18:15,1,395.0,15,11
1596,1597,21,blue-collar,single,secondary,0,2265,0,0,cellular,17,feb,2,-1,0,,2021-12-04 13:53:18,2021-12-04 13:54:50,1,92.0,13,53
174,175,34,management,single,tertiary,0,4348,1,0,cellular,28,aug,8,-1,0,,2021-12-04 09:34:44,2021-12-04 09:40:57,0,373.0,9,34
1547,1548,37,management,divorced,tertiary,0,168,1,0,,5,jun,1,-1,0,,2021-12-04 16:48:01,2021-12-04 16:51:48,0,227.0,16,48
371,372,28,unemployed,single,secondary,0,434,1,0,cellular,30,apr,1,-1,0,,2021-12-04 14:57:00,2021-12-04 15:01:17,0,257.0,14,57
3570,3571,30,unemployed,single,secondary,0,40,0,0,cellular,5,feb,1,-1,0,,2021-12-04 15:30:21,2021-12-04 15:32:34,0,133.0,15,30
1268,1269,40,entrepreneur,single,secondary,0,5,0,1,cellular,15,jul,3,-1,0,,2021-12-04 16:24:24,2021-12-04 16:26:21,0,117.00000000000001,16,24
1154,1155,23,services,single,secondary,0,91,1,0,,16,may,2,-1,0,,2021-12-04 10:36:02,2021-12-04 10:42:16,0,374.0,10,36
1411,1412,47,blue-collar,married,primary,0,4227,1,0,cellular,13,may,1,-1,0,,2021-12-04 10:37:06,2021-12-04 10:48:05,1,659.0,10,37
1213,1214,56,management,married,tertiary,0,171,0,1,telephone,17,jul,2,-1,0,,2021-12-04 15:34:05,2021-12-04 15:44:15,0,610.0,15,34
2596,2597,32,admin.,single,tertiary,0,8866,0,0,cellular,18,mar,2,-1,0,,2021-12-04 09:38:17,2021-12-04 09:42:55,1,278.0,9,38
2377,2378,37,management,married,tertiary,0,825,1,0,cellular,11,aug,5,-1,0,,2021-12-04 13:56:27,2021-12-04 14:00:01,0,214.0,13,56
3321,3322,45,admin.,divorced,secondary,0,984,1,0,,8,may,5,-1,0,,2021-12-04 16:36:15,2021-12-04 16:41:13,0,298.0,16,36
994,995,35,self-employed,single,tertiary,0,1129,1,0,cellular,21,nov,2,184,2,failure,2021-12-04 14:17:34,2021-12-04 14:18:38,0,64.0,14,17
117,118,62,retired,married,secondary,0,569,0,0,cellular,4,feb,5,184,1,success,2021-12-04 17:49:48,2021-12-04 17:51:22,1,94.0,17,49
3647,3648,35,admin.,divorced,secondary,0,0,1,1,cellular,17,nov,2,-1,0,,2021-12-04 13:13:38,2021-12-04 13:15:04,0,86.0,13,13
1432,1433,30,student,single,tertiary,0,7513,0,0,cellular,11,aug,2,-1,0,,2021-12-04 16:23:41,2021-12-04 16:28:10,0,269.0,16,23
2004,2005,27,technician,single,secondary,0,204,0,0,cellular,28,jul,2,-1,0,,2021-12-04 10:44:04,2021-12-04 10:51:55,1,471.00000000000006,10,44
1438,1439,27,,single,secondary,0,1187,0,0,telephone,26,feb,1,101,1,failure,2021-12-04 09:13:46,2021-12-04 09:17:38,1,232.00000000000003,9,13
208,209,46,management,married,tertiary,0,699,0,0,cellular,30,apr,1,87,1,failure,2021-12-04 13:49:36,2021-12-04 14:05:46,1,970.0000000000001,13,49
1574,1575,45,management,married,secondary,0,446,0,0,cellular,6,aug,3,-1,0,,2021-12-04 17:39:57,2021-12-04 17:45:01,1,304.0,17,39
1308,1309,42,management,single,tertiary,0,3445,0,0,cellular,19,nov,3,-1,0,,2021-12-04 15:33:38,2021-12-04 16:01:20,0,1662.0,15,33
2210,2211,37,management,divorced,tertiary,0,122,1,0,,19,may,2,-1,0,,2021-12-04 12:36:04,2021-12-04 13:03:06,1,1622.0,12,36
200,201,56,blue-collar,married,primary,0,8163,0,0,cellular,14,aug,4,-1,0,,2021-12-04 10:49:49,2021-12-04 11:10:20,1,1231.0,10,49
1191,1192,48,admin.,married,secondary,0,50,0,1,cellular,21,oct,1,-1,0,,2021-12-04 13:15:46,2021-12-04 13:22:45,1,419.0,13,15
1329,1330,28,management,single,tertiary,0,866,0,0,cellular,23,mar,2,-1,0,,2021-12-04 13:34:31,2021-12-04 13:37:42,1,191.0,13,34
3183,3184,37,housemaid,married,primary,0,2410,0,0,cellular,4,aug,1,-1,0,,2021-12-04 14:36:09,2021-12-04 14:41:24,0,315.0,14,36
634,635,63,retired,divorced,secondary,0,1490,0,0,cellular,8,jun,1,-1,0,,2021-12-04 16:38:20,2021-12-04 16:46:46,1,506.00000000000006,16,38
702,703,31,management,single,tertiary,0,1017,0,0,cellular,2,feb,1,-1,0,,2021-12-04 09:23:44,2021-12-04 09:25:07,0,83.0,9,23
3209,3210,39,blue-collar,single,primary,0,0,1,1,cellular,13,may,5,-1,0,,2021-12-04 11:19:08,2021-12-04 11:52:03,1,1975.0000000000002,11,19
2325,2326,36,unemployed,married,secondary,1,-318,1,0,,15,may,2,-1,0,,2021-12-04 10:44:07,2021-12-04 10:46:20,0,133.0,10,44
3588,3589,31,technician,married,secondary,0,7,0,0,telephone,6,aug,6,-1,0,,2021-12-04 12:20:39,2021-12-04 12:22:35,0,116.00000000000001,12,20
3433,3434,18,student,single,primary,0,608,0,0,cellular,13,nov,1,93,1,success,2021-12-04 09:54:30,2021-12-04 09:58:00,1,210.0,9,54
1016,1017,44,blue-collar,married,secondary,0,2979,1,0,cellular,18,may,5,178,3,other,2021-12-04 15:15:39,2021-12-04 15:15:57,0,18.0,15,15
927,928,36,technician,married,secondary,0,494,1,0,,9,may,3,-1,0,,2021-12-04 09:46:19,2021-12-04 09:47:42,0,83.0,9,46
3268,3269,48,blue-collar,married,primary,0,474,1,1,,3,jul,1,-1,0,,2021-12-04 16:41:29,2021-12-04 16:48:23,0,414.0,16,41
3254,3255,33,admin.,married,secondary,0,89,0,0,telephone,10,jul,3,-1,0,,2021-12-04 11:55:18,2021-12-04 12:04:02,0,524.0,11,55
1343,1344,33,services,married,secondary,0,207,1,0,cellular,14,may,4,-1,0,,2021-12-04 10:56:36,2021-12-04 11:07:05,1,629.0,10,56
163,164,61,self-employed,divorced,tertiary,0,52587,0,0,cellular,15,feb,3,189,1,success,2021-12-04 16:53:39,2021-12-04 17:00:13,1,394.0,16,53
2798,2799,60,unemployed,married,secondary,0,957,0,0,cellular,8,sep,1,184,3,success,2021-12-04 11:19:57,2021-12-04 11:24:03,1,246.00000000000003,11,19
311,312,29,management,married,tertiary,0,805,0,0,cellular,28,jan,1,-1,0,,2021-12-04 09:34:55,2021-12-04 09:36:05,0,70.0,9,34
2621,2622,56,retired,married,secondary,1,101,0,1,,19,jun,1,-1,0,,2021-12-04 14:20:04,2021-12-04 14:25:34,0,330.0,14,20
2462,2463,44,blue-collar,married,secondary,0,6491,1,0,cellular,19,nov,2,174,1,failure,2021-12-04 09:00:53,2021-12-04 09:02:59,0,126.00000000000001,9,0
708,709,51,blue-collar,married,secondary,0,-286,1,0,,9,may,1,-1,0,,2021-12-04 12:45:40,2021-12-04 12:46:50,0,70.0,12,45
3301,3302,34,self-employed,married,tertiary,0,442,1,0,cellular,30,apr,1,164,2,other,2021-12-04 17:58:04,2021-12-04 17:59:13,0,69.0,17,58
2931,2932,36,technician,married,tertiary,0,4596,1,0,cellular,8,oct,2,175,2,success,2021-12-04 16:38:16,2021-12-04 16:42:10,1,234.00000000000003,16,38
972,973,27,blue-collar,single,secondary,0,2486,1,0,,29,may,1,-1,0,,2021-12-04 16:28:17,2021-12-04 16:40:30,1,733.0,16,28
3555,3556,38,blue-collar,married,secondary,0,1165,1,0,cellular,13,aug,3,94,10,failure,2021-12-04 12:48:09,2021-12-04 13:01:13,1,784.0,12,48
2866,2867,38,housemaid,married,secondary,0,333,1,0,cellular,5,feb,2,202,1,other,2021-12-04 16:51:36,2021-12-04 17:01:42,0,606.0,16,51
2319,2320,51,retired,married,primary,0,34,1,0,cellular,16,jul,2,-1,0,,2021-12-04 12:59:20,2021-12-04 13:00:29,0,69.0,12,59
2995,2996,32,technician,single,secondary,0,540,0,1,cellular,29,jan,1,-1,0,,2021-12-04 10:09:18,2021-12-04 10:21:48,1,750.0,10,9
2111,2112,24,student,single,secondary,0,382,0,0,cellular,13,nov,2,92,3,failure,2021-12-04 11:10:12,2021-12-04 11:14:28,1,256.0,11,10
652,653,50,management,married,tertiary,0,5969,0,0,cellular,25,jan,1,544,2,failure,2021-12-04 16:59:19,2021-12-04 17:06:54,1,455.0,16,59
1946,1947,30,unemployed,single,tertiary,0,1159,0,0,telephone,5,jun,1,-1,0,,2021-12-04 16:27:17,2021-12-04 16:33:23,1,366.0,16,27
2402,2403,49,management,married,secondary,0,1623,1,0,cellular,19,nov,2,-1,0,,2021-12-04 14:04:46,2021-12-04 14:22:47,1,1081.0,14,4
2725,2726,35,student,single,secondary,0,188,1,0,cellular,16,feb,3,200,5,failure,2021-12-04 16:02:26,2021-12-04 16:03:41,1,75.0,16,2
159,160,45,blue-collar,single,primary,0,116,0,0,,13,apr,1,-1,0,,2021-12-04 13:49:02,2021-12-04 13:51:04,1,122.00000000000001,13,49
1912,1913,41,technician,single,,0,454,1,0,,4,jun,2,-1,0,,2021-12-04 10:29:27,2021-12-04 10:33:54,0,267.0,10,29
178,179,50,technician,divorced,secondary,0,0,0,0,cellular,29,sep,1,120,2,failure,2021-12-04 09:30:25,2021-12-04 09:33:04,1,159.0,9,30
3037,3038,48,technician,married,secondary,0,10655,0,0,telephone,31,jul,3,-1,0,,2021-12-04 10:11:43,2021-12-04 10:11:48,0,5.0,10,11
2358,2359,42,blue-collar,single,primary,0,177,1,0,cellular,14,may,2,-1,0,,2021-12-04 12:17:25,2021-12-04 12:20:19,0,174.0,12,17
1270,1271,49,management,married,tertiary,0,2139,0,0,cellular,5,aug,1,-1,0,,2021-12-04 11:48:57,2021-12-04 11:53:35,0,278.0,11,48
1799,1800,68,retired,divorced,primary,0,695,0,0,cellular,9,apr,1,-1,0,,2021-12-04 14:43:16,2021-12-04 14:47:09,1,233.00000000000003,14,43
2522,2523,56,unemployed,married,secondary,0,12,0,0,cellular,12,oct,3,187,1,failure,2021-12-04 16:18:47,2021-12-04 16:27:18,1,511.00000000000006,16,18
3223,3224,25,blue-collar,single,secondary,0,2007,0,0,cellular,12,jan,2,-1,0,,2021-12-04 16:05:43,2021-12-04 16:10:08,1,265.0,16,5
825,826,38,management,married,tertiary,0,93,1,0,cellular,25,may,1,272,4,failure,2021-12-04 12:59:29,2021-12-04 13:00:43,0,74.0,12,59
3949,3950,44,housemaid,single,primary,0,1059,0,0,,18,jun,1,-1,0,,2021-12-04 15:04:07,2021-12-04 15:39:00,1,2093.0,15,4
2908,2909,52,unemployed,married,secondary,0,94,0,0,cellular,10,feb,1,92,13,success,2021-12-04 16:26:05,2021-12-04 16:28:38,1,153.0,16,26
628,629,34,technician,married,secondary,0,46,1,1,,3,jul,1,-1,0,,2021-12-04 17:28:16,2021-12-04 17:35:08,0,412.0,17,28
2593,2594,55,retired,married,primary,0,628,0,1,cellular,6,aug,2,-1,0,,2021-12-04 14:51:22,2021-12-04 14:53:25,0,123.00000000000001,14,51
3886,3887,48,admin.,married,secondary,0,-509,0,1,cellular,8,jul,3,-1,0,,2021-12-04 11:19:49,2021-12-04 11:24:51,0,302.0,11,19
3440,3441,39,management,single,tertiary,0,2454,1,0,cellular,4,may,3,263,2,failure,2021-12-04 13:27:51,2021-12-04 13:39:47,1,716.0,13,27
2165,2166,33,blue-collar,married,secondary,0,18,1,0,cellular,18,may,3,-1,0,,2021-12-04 16:27:32,2021-12-04 16:32:44,0,312.0,16,27
609,610,37,services,single,secondary,0,459,0,0,telephone,16,jul,14,-1,0,,2021-12-04 14:26:39,2021-12-04 14:27:40,0,61.00000000000001,14,26
1999,2000,27,management,single,secondary,0,565,1,0,cellular,18,may,2,346,11,failure,2021-12-04 16:50:25,2021-12-04 16:53:15,0,170.0,16,50
563,564,38,management,married,tertiary,1,-1007,1,1,,19,jun,1,-1,0,,2021-12-04 10:44:38,2021-12-04 10:45:49,0,71.0,10,44
1134,1135,32,admin.,single,secondary,0,1649,0,0,cellular,27,may,2,-1,0,,2021-12-04 10:31:13,2021-12-04 10:34:37,0,204.0,10,31
2606,2607,33,blue-collar,married,secondary,0,88,1,0,,9,may,2,-1,0,,2021-12-04 15:55:44,2021-12-04 15:56:41,0,57.0,15,55
3531,3532,35,blue-collar,married,primary,0,373,0,0,cellular,17,apr,2,-1,0,,2021-12-04 15:19:34,2021-12-04 15:25:09,0,335.0,15,19
166,167,58,unemployed,divorced,secondary,0,729,0,1,cellular,9,feb,2,-1,0,,2021-12-04 17:48:25,2021-12-04 17:49:25,0,60.00000000000001,17,48
651,652,36,management,married,tertiary,0,630,0,0,cellular,2,feb,1,-1,0,,2021-12-04 10:28:09,2021-12-04 10:32:54,1,285.0,10,28
559,560,41,self-employed,single,tertiary,0,1081,0,0,cellular,27,may,3,-1,0,,2021-12-04 16:41:16,2021-12-04 16:45:05,1,229.00000000000003,16,41
1150,1151,34,entrepreneur,single,secondary,1,-200,0,1,cellular,25,jul,5,-1,0,,2021-12-04 15:57:52,2021-12-04 16:02:00,0,248.00000000000003,15,57
3927,3928,35,admin.,married,secondary,0,2897,0,0,,9,jun,2,-1,0,,2021-12-04 11:06:07,2021-12-04 11:10:10,0,243.00000000000003,11,6
428,429,33,management,married,tertiary,0,1047,0,0,cellular,8,aug,4,-1,0,,2021-12-04 10:00:16,2021-12-04 10:08:48,1,512.0,10,0
3302,3303,57,housemaid,married,primary,0,1303,0,0,cellular,25,aug,4,-1,0,,2021-12-04 17:58:48,2021-12-04 18:00:11,0,83.0,17,58
1441,1442,58,entrepreneur,married,secondary,0,496,0,0,cellular,22,apr,1,-1,0,,2021-12-04 14:46:12,2021-12-04 14:48:24,1,132.0,14,46
3417,3418,31,management,single,tertiary,0,6248,1,0,,9,may,2,-1,0,,2021-12-04 10:46:24,2021-12-04 10:48:58,0,154.0,10,46
2470,2471,38,self-employed,married,tertiary,0,3139,1,0,cellular,18,nov,2,-1,0,,2021-12-04 12:01:52,2021-12-04 12:04:49,0,177.0,12,1
214,215,31,unemployed,single,secondary,0,582,1,0,cellular,5,jun,2,-1,0,,2021-12-04 14:53:34,2021-12-04 15:02:42,1,548.0,14,53
435,436,32,services,married,secondary,0,983,1,0,cellular,20,nov,2,133,1,failure,2021-12-04 16:57:59,2021-12-04 17:06:19,1,500.00000000000006,16,57
1581,1582,23,unemployed,single,secondary,0,-503,1,0,cellular,5,may,1,342,4,other,2021-12-04 17:12:13,2021-12-04 17:13:45,0,92.0,17,12
3287,3288,41,self-employed,divorced,tertiary,0,1256,0,0,telephone,9,feb,3,-1,0,,2021-12-04 14:15:25,2021-12-04 14:17:52,0,147.0,14,15
158,159,33,management,single,tertiary,0,8038,1,0,cellular,19,nov,1,-1,0,,2021-12-04 09:40:58,2021-12-04 09:41:58,0,60.00000000000001,9,40
3597,3598,30,technician,single,tertiary,0,0,1,0,cellular,5,jun,2,-1,0,,2021-12-04 11:57:38,2021-12-04 12:00:17,1,159.0,11,57
2795,2796,57,retired,married,secondary,0,1044,0,0,telephone,12,jul,1,182,3,success,2021-12-04 10:15:37,2021-12-04 10:25:04,1,567.0,10,15
2279,2280,59,management,divorced,tertiary,0,59,1,0,,5,may,1,-1,0,,2021-12-04 14:21:52,2021-12-04 14:26:25,0,273.0,14,21
3234,3235,35,admin.,married,secondary,0,898,1,0,cellular,9,apr,1,-1,0,,2021-12-04 17:59:24,2021-12-04 18:02:58,1,214.0,17,59
998,999,27,technician,single,secondary,0,41,1,1,cellular,25,jul,1,-1,0,,2021-12-04 10:55:20,2021-12-04 11:08:43,0,803.0,10,55
3030,3031,28,admin.,single,tertiary,0,373,1,0,cellular,14,aug,1,79,4,other,2021-12-04 14:13:25,2021-12-04 14:14:43,0,78.0,14,13
1658,1659,57,admin.,married,secondary,0,2,0,0,telephone,10,jul,2,-1,0,,2021-12-04 17:51:25,2021-12-04 17:53:49,0,144.0,17,51
931,932,33,management,married,secondary,0,2858,1,1,cellular,12,may,1,298,5,failure,2021-12-04 16:56:39,2021-12-04 16:59:34,0,175.0,16,56
2543,2544,50,admin.,married,primary,0,82,0,0,cellular,22,aug,4,-1,0,,2021-12-04 13:40:43,2021-12-04 13:42:24,0,101.0,13,40
2049,2050,39,entrepreneur,married,tertiary,0,83,1,0,cellular,11,jul,2,-1,0,,2021-12-04 11:18:33,2021-12-04 11:21:46,0,193.0,11,18
2318,2319,56,retired,married,primary,0,-1,0,0,cellular,27,aug,23,-1,0,,2021-12-04 14:30:52,2021-12-04 14:32:21,0,89.0,14,30
2256,2257,60,management,married,tertiary,0,474,0,0,cellular,31,aug,5,186,3,other,2021-12-04 16:18:57,2021-12-04 16:25:52,1,415.0,16,18
3924,3925,29,services,divorced,secondary,0,-7,1,0,cellular,13,may,3,-1,0,,2021-12-04 10:36:05,2021-12-04 10:57:24,1,1279.0,10,36
3571,3572,38,management,single,tertiary,0,8953,0,1,cellular,20,nov,1,-1,0,,2021-12-04 10:54:55,2021-12-04 10:59:56,0,301.0,10,54
871,872,25,admin.,single,secondary,0,82,0,1,cellular,7,apr,2,-1,0,,2021-12-04 13:34:44,2021-12-04 13:36:28,1,104.0,13,34
2089,2090,30,technician,single,tertiary,0,635,0,0,cellular,13,aug,8,-1,0,,2021-12-04 16:16:56,2021-12-04 16:31:07,1,851.0,16,16
1981,1982,27,technician,single,tertiary,0,401,0,0,cellular,6,aug,3,93,2,success,2021-12-04 10:39:44,2021-12-04 10:43:22,1,218.0,10,39
1813,1814,48,services,divorced,primary,0,2805,0,1,cellular,23,jul,2,-1,0,,2021-12-04 09:21:01,2021-12-04 09:24:33,0,212.0,9,21
2480,2481,37,technician,married,tertiary,0,122,0,0,cellular,25,jun,2,318,3,other,2021-12-04 11:56:42,2021-12-04 12:01:08,1,266.0,11,56
3059,3060,37,management,married,tertiary,0,255,0,0,cellular,24,feb,2,183,10,success,2021-12-04 14:55:31,2021-12-04 15:04:53,1,562.0,14,55
867,868,37,blue-collar,single,secondary,0,2235,1,0,cellular,20,apr,2,151,2,failure,2021-12-04 09:56:04,2021-12-04 10:03:03,0,419.0,9,56
3361,3362,22,services,single,primary,0,35,1,0,,28,may,3,-1,0,,2021-12-04 12:36:45,2021-12-04 12:38:31,0,106.0,12,36
2374,2375,40,admin.,divorced,secondary,0,2129,0,0,cellular,30,apr,1,-1,0,,2021-12-04 14:27:41,2021-12-04 14:35:13,1,452.0,14,27
1278,1279,32,management,single,tertiary,0,1047,1,0,cellular,13,aug,6,-1,0,,2021-12-04 17:36:39,2021-12-04 17:40:02,0,203.0,17,36
2801,2802,32,self-employed,married,tertiary,0,312,1,0,,9,may,2,-1,0,,2021-12-04 15:02:20,2021-12-04 15:06:42,0,262.0,15,2
1771,1772,48,unemployed,married,secondary,0,926,0,0,cellular,15,feb,4,185,6,success,2021-12-04 11:54:50,2021-12-04 12:01:12,1,382.0,11,54
2230,2231,50,blue-collar,married,primary,0,42,1,0,,4,jun,3,-1,0,,2021-12-04 16:57:59,2021-12-04 17:00:49,0,170.0,16,57
2854,2855,33,management,married,tertiary,0,752,1,0,cellular,11,aug,4,-1,0,,2021-12-04 11:41:17,2021-12-04 11:43:01,0,104.0,11,41
3523,3524,54,retired,divorced,tertiary,0,2682,1,0,cellular,14,may,1,-1,0,,2021-12-04 15:27:00,2021-12-04 15:32:34,0,334.0,15,27
396,397,32,technician,married,secondary,0,221,1,0,,23,may,4,-1,0,,2021-12-04 14:20:39,2021-12-04 14:24:23,0,224.0,14,20
705,706,38,admin.,married,secondary,0,3091,1,0,cellular,24,jul,2,-1,0,,2021-12-04 12:19:00,2021-12-04 12:19:13,0,13.0,12,19
2878,2879,29,services,divorced,secondary,0,590,1,0,,30,may,2,-1,0,,2021-12-04 16:27:11,2021-12-04 16:28:27,0,76.0,16,27
601,602,43,blue-collar,married,primary,0,108,1,1,,15,may,4,-1,0,,2021-12-04 16:21:15,2021-12-04 16:28:15,0,420.0,16,21
3010,3011,62,blue-collar,married,secondary,0,272,0,0,cellular,11,aug,1,286,2,failure,2021-12-04 10:43:49,2021-12-04 10:46:15,1,146.0,10,43
2296,2297,43,services,married,primary,0,2567,1,0,cellular,14,may,1,360,2,failure,2021-12-04 13:01:12,2021-12-04 13:03:01,0,109.0,13,1
1592,1593,29,management,single,tertiary,0,0,0,0,,16,may,25,-1,0,,2021-12-04 12:46:07,2021-12-04 12:46:23,0,16.0,12,46
187,188,28,management,single,tertiary,0,6784,0,0,cellular,1,oct,1,115,3,other,2021-12-04 14:02:32,2021-12-04 14:10:54,1,502.00000000000006,14,2
2214,2215,60,technician,married,secondary,0,1740,0,0,cellular,13,mar,2,-1,0,,2021-12-04 11:51:16,2021-12-04 11:56:12,1,296.0,11,51
697,698,47,technician,single,secondary,0,600,0,1,cellular,4,aug,2,-1,0,,2021-12-04 13:42:04,2021-12-04 13:44:57,0,173.0,13,42
1049,1050,29,admin.,divorced,secondary,0,0,0,0,,9,may,1,-1,0,,2021-12-04 12:06:38,2021-12-04 12:13:11,0,393.0,12,6
888,889,36,management,married,tertiary,0,2178,1,0,cellular,14,may,3,-1,0,,2021-12-04 16:29:55,2021-12-04 16:31:10,0,75.0,16,29
1885,1886,60,retired,married,primary,0,172,0,0,cellular,11,aug,4,-1,0,,2021-12-04 10:54:03,2021-12-04 10:58:10,0,247.00000000000003,10,54
2390,2391,29,management,married,tertiary,0,51,1,0,cellular,17,jul,5,-1,0,,2021-12-04 17:19:29,2021-12-04 17:41:28,1,1319.0,17,19
1921,1922,59,retired,divorced,tertiary,0,381,1,0,,8,may,4,-1,0,,2021-12-04 09:22:07,2021-12-04 09:29:09,0,422.0,9,22
2136,2137,25,management,single,tertiary,0,2305,0,0,cellular,3,feb,1,-1,0,,2021-12-04 15:16:35,2021-12-04 15:20:02,0,207.0,15,16
1300,1301,71,retired,married,secondary,0,2850,0,0,cellular,17,feb,1,-1,0,,2021-12-04 16:38:30,2021-12-04 16:41:35,1,185.0,16,38
2445,2446,37,services,married,secondary,0,523,1,0,telephone,19,nov,1,-1,0,,2021-12-04 11:17:14,2021-12-04 11:17:35,0,21.0,11,17
2896,2897,54,services,married,secondary,0,2061,1,0,telephone,31,jul,7,-1,0,,2021-12-04 15:17:52,2021-12-04 15:22:53,0,301.0,15,17
688,689,48,services,married,secondary,0,11516,0,0,,11,jun,8,-1,0,,2021-12-04 17:20:58,2021-12-04 17:27:37,0,399.0,17,20
186,187,31,management,married,tertiary,0,3739,0,0,cellular,11,aug,3,-1,0,,2021-12-04 10:10:02,2021-12-04 10:11:59,0,117.00000000000001,10,10
999,1000,35,technician,single,tertiary,0,0,0,0,cellular,14,jan,7,-1,0,,2021-12-04 16:40:42,2021-12-04 16:43:49,1,187.0,16,40
2760,2761,39,admin.,married,secondary,0,260,1,0,cellular,13,nov,1,94,4,success,2021-12-04 13:16:38,2021-12-04 13:20:24,1,226.0,13,16
1186,1187,29,blue-collar,married,secondary,0,1175,1,1,cellular,30,jul,4,-1,0,,2021-12-04 15:47:09,2021-12-04 15:49:30,0,141.0,15,47
742,743,33,management,single,tertiary,0,1781,0,0,cellular,8,oct,2,183,1,success,2021-12-04 11:10:41,2021-12-04 11:20:52,1,611.0,11,10
2880,2881,31,entrepreneur,single,tertiary,0,137,0,0,cellular,29,jan,2,-1,0,,2021-12-04 10:43:59,2021-12-04 10:51:24,0,445.0,10,43
2808,2809,38,self-employed,married,secondary,0,581,1,0,cellular,4,feb,5,-1,0,,2021-12-04 16:38:50,2021-12-04 16:43:31,0,281.0,16,38
2262,2263,38,blue-collar,single,secondary,0,238,1,0,cellular,8,may,1,366,2,failure,2021-12-04 10:45:39,2021-12-04 10:47:05,0,86.0,10,45
7,8,35,management,divorced,tertiary,0,538,1,0,,12,may,4,-1,0,,2021-12-04 15:39:43,2021-12-04 15:40:49,0,66.0,15,39
41,42,40,blue-collar,married,secondary,0,327,1,0,,29,may,1,-1,0,,2021-12-04 11:29:28,2021-12-04 11:31:42,0,134.0,11,29
142,143,46,services,married,secondary,0,53,0,1,cellular,28,jul,3,-1,0,,2021-12-04 14:48:33,2021-12-04 14:49:04,0,31.000000000000004,14,48
180,181,32,services,married,secondary,0,243,1,1,,6,may,1,-1,0,,2021-12-04 14:49:11,2021-12-04 14:51:35,0,144.0,14,49
3546,3547,55,management,divorced,tertiary,0,1633,0,0,telephone,2,jun,1,-1,0,,2021-12-04 10:52:59,2021-12-04 10:55:07,0,128.0,10,52
3772,3773,31,blue-collar,married,primary,0,224,1,0,cellular,18,may,1,-1,0,,2021-12-04 10:30:47,2021-12-04 10:32:46,0,119.00000000000001,10,30
2777,2778,48,technician,married,secondary,0,23495,0,0,cellular,22,aug,8,-1,0,,2021-12-04 11:26:21,2021-12-04 11:27:24,0,63.00000000000001,11,26
3002,3003,30,admin.,single,secondary,0,330,0,1,cellular,30,jul,5,-1,0,,2021-12-04 10:26:29,2021-12-04 10:28:24,0,115.00000000000001,10,26
2122,2123,24,student,single,secondary,0,8165,0,0,cellular,15,sep,1,-1,0,,2021-12-04 16:32:04,2021-12-04 16:35:40,1,216.0,16,32
3545,3546,31,management,single,tertiary,0,12569,0,0,cellular,9,sep,1,295,1,failure,2021-12-04 15:26:03,2021-12-04 15:31:47,1,344.0,15,26
1906,1907,73,retired,married,primary,0,279,0,0,cellular,28,jan,3,-1,0,,2021-12-04 16:54:56,2021-12-04 17:01:35,1,399.0,16,54
3978,3979,44,technician,divorced,secondary,0,982,1,0,,20,may,3,-1,0,,2021-12-04 12:08:38,2021-12-04 12:19:28,1,650.0,12,8
902,903,30,management,married,tertiary,0,14,0,0,cellular,24,jul,2,-1,0,,2021-12-04 10:20:19,2021-12-04 10:21:49,0,90.0,10,20
37,38,33,admin.,married,secondary,0,0,1,0,cellular,30,jul,5,-1,0,,2021-12-04 15:55:55,2021-12-04 15:56:36,0,41.0,15,55
763,764,24,student,single,secondary,0,160,0,0,cellular,4,may,2,-1,0,,2021-12-04 15:42:39,2021-12-04 15:44:28,0,109.0,15,42
17,18,46,management,married,tertiary,0,7331,0,0,cellular,11,sep,4,95,2,other,2021-12-04 11:23:26,2021-12-04 11:34:24,1,658.0,11,23
1284,1285,52,management,married,tertiary,0,583,0,0,cellular,17,nov,1,91,2,failure,2021-12-04 09:28:11,2021-12-04 09:31:40,1,209.0,9,28
707,708,31,management,single,tertiary,0,-24,1,1,,3,jun,6,-1,0,,2021-12-04 10:59:31,2021-12-04 11:09:20,0,589.0,10,59
3756,3757,42,blue-collar,single,secondary,0,1080,1,1,cellular,13,may,3,370,4,failure,2021-12-04 15:10:08,2021-12-04 15:25:59,1,951.0000000000001,15,10
911,912,31,management,married,tertiary,0,430,1,0,cellular,25,jul,16,-1,0,,2021-12-04 14:50:45,2021-12-04 14:53:02,0,137.0,14,50
